Lille, France, 50.63901,3.05420,voiture,49.44670,11.07422,49.44670,11.07422,2,2,0 
Nuremberg, Allemagne, 49.44670,11.07422,voiture,48.31608,14.27124,48.01198,16.23230,2,2,0 
Budapeste, Hongrie, 47.50236,19.03931,train,48.15509,17.11121,48.15509,17.11121,2,2,0 
Krakovie, Pologne, 50.09944,19.90723,train,50.09944,19.90723,50.09944,19.90723,2,2,0 
Varsovie, Pologne, 52.23453,21.01685,train,50.09944,19.90723,50.09944,19.90723,2,2,0 
Prague, Rep.Tcheque, 50.08534,14.41956,train,50.08534,14.41956,50.08534,14.41956,2,2,0 
Vienne, Autriche, 48.21003,16.36963,train,48.21003,16.36963,48.21003,16.36963,2,2,0 
Geneve, Suisse, 46.21405,6.13586,train,46.21405,6.13586,46.21405,6.13586,2,2,0
